filename,composer,type,tracks,4per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_8.mid,Bach,1,3,120,C,C,2,4,8,24,B,0,True,False,28.0,0.0,22.0,1.0,23.0,15.0,3.0,25.0,0.0,13.0,4.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_34.mid,Beethoven,1,14,120,D,D,4,4,8,24,A,0,True,False,2.0,29.0,51.0,8.0,30.0,3.0,28.0,40.0,2.0,77.0,14.0,29.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_13.mid,Hays,1,12,96,Eb,D#,2,4,8,24,G,0,True,False,42.0,0.0,130.0,87.0,0.0,20.0,3.0,48.0,23.0,6.0,39.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude15_Clavier_tempere2_0.mid,Bach,1,3,120,D,A,3,4,8,24,D,0,True,False,2.0,31.0,45.0,3.0,66.0,0.0,32.0,9.0,15.0,62.0,0.0,33.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_36.mid,Beethoven,1,14,120,D,D,4,4,8,24,A,0,True,False,0.0,7.0,35.0,0.0,18.0,0.0,32.0,33.0,24.0,86.0,4.0,30.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude15_Clavier_tempere2_2.mid,Bach,1,3,120,D,D,3,4,8,24,C#,0,True,False,2.0,32.0,52.0,0.0,41.0,2.0,40.0,35.0,7.0,48.0,3.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_37.mid,Beethoven,1,14,120,D,D,4,4,8,24,E,0,True,False,0.0,27.0,88.0,0.0,31.0,0.0,24.0,19.0,3.0,53.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_4.mid,Hays,1,12,96,Ab,D#,2,4,8,24,G#,0,True,False,68.0,29.0,39.0,76.0,1.0,25.0,2.0,22.0,65.0,0.0,19.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude15_Clavier_tempere2_3.mid,Bach,1,3,120,D,D,3,4,8,24,D,0,True,False,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_5.mid,Hays,1,12,96,Ab,D#,2,4,8,24,D#,0,True,False,65.0,23.0,49.0,86.0,2.0,30.0,2.0,31.0,61.0,2.0,22.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude18_Clavier_tempere1_0.mid,Bach,1,3,1024,G#m,B,6,8,8,36,B,0,True,False,2.0,45.0,9.0,45.0,23.0,17.0,32.0,8.0,47.0,3.0,41.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude18_Clavier_tempere1_1.mid,Bach,1,3,1024,G#m,B,6,8,8,36,G#,0,True,False,11.0,42.0,0.0,38.0,36.0,2.0,22.0,10.0,40.0,4.0,27.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_7.mid,Hays,1,12,96,Eb,D#,2,4,8,24,D#,0,True,False,52.0,0.0,71.0,61.0,0.0,17.0,0.0,79.0,14.0,2.0,51.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_6.mid,Beethoven,1,14,120,D,D,4,4,8,24,A,0,True,False,0.0,28.0,42.0,8.0,37.0,0.0,34.0,41.0,1.0,49.0,1.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude19_Clavier_tempere1_1.mid,Bach,1,3,120,A,A,4,4,8,24,E,0,True,False,0.0,25.0,26.0,2.0,29.0,0.0,25.0,8.0,18.0,28.0,0.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_8.mid,Hays,1,12,96,Eb,D#,2,4,8,24,F,0,True,False,50.0,0.0,54.0,84.0,0.0,19.0,0.0,76.0,41.0,0.0,37.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_7.mid,Beethoven,1,14,120,D,D,4,4,8,24,G,0,True,False,18.0,38.0,159.0,1.0,100.0,14.0,51.0,48.0,0.0,103.0,1.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude19_Clavier_tempere2_0.mid,Bach,1,3,120,A,A,12,8,8,12,F#,0,True,False,1.0,51.0,32.0,8.0,47.0,8.0,42.0,1.0,38.0,48.0,4.0,44.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_8.mid,Beethoven,1,14,120,D,C,4,4,8,24,C,0,True,False,35.0,5.0,21.0,19.0,116.0,38.0,49.0,5.0,27.0,64.0,3.0,40.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude19_Clavier_tempere2_1.mid,Bach,1,3,120,A,D,12,8,8,12,E,0,True,False,2.0,42.0,45.0,4.0,57.0,3.0,46.0,22.0,21.0,56.0,6.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_9.mid,Beethoven,1,14,120,D,G,4,4,8,24,B,0,True,False,30.0,9.0,34.0,2.0,108.0,10.0,54.0,11.0,25.0,58.0,3.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude19_Clavier_tempere2_2.mid,Bach,1,3,120,A,A,12,8,8,12,D,0,True,False,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73metwot_2.mid,Hays,1,7,96,Eb,D#,6,8,8,12,C,0,True,False,23.0,1.0,14.0,116.0,1.0,18.0,7.0,48.0,18.0,9.0,72.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude1_Clavier_tempere1_0.mid,Bach,1,3,1024,C,C,4,4,8,24,C,0,True,False,71.0,7.0,60.0,0.0,42.0,33.0,9.0,51.0,2.0,37.0,3.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73metwot_3.mid,Hays,1,7,96,Eb,D#,6,8,8,12,F,0,True,False,29.0,0.0,25.0,102.0,0.0,29.0,7.0,50.0,39.0,8.0,96.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_1.mid,Beethoven,1,16,120,G,G,4,4,8,24,C#,0,True,False,33.0,26.0,96.0,5.0,37.0,4.0,57.0,96.0,26.0,37.0,7.0,77.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73metwot_4.mid,Hays,1,7,96,Eb,D#,6,8,8,12,D#,0,True,False,18.0,1.0,15.0,100.0,1.0,20.0,3.0,50.0,20.0,4.0,75.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude20_Clavier_tempere2_0.mid,Bach,1,3,120,C,G,4,4,8,24,A,0,True,False,33.0,19.0,43.0,15.0,50.0,23.0,27.0,36.0,21.0,52.0,10.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_10.mid,Beethoven,1,16,120,D,D,6,8,8,12,A,0,True,False,3.0,35.0,45.0,9.0,40.0,11.0,24.0,2.0,17.0,93.0,54.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73metwot_5.mid,Hays,1,7,96,Eb,D#,6,8,8,12,C,0,True,False,28.0,0.0,21.0,101.0,0.0,27.0,7.0,56.0,34.0,9.0,86.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude20_Clavier_tempere2_1.mid,Bach,1,3,120,C,G,4,4,8,24,A,0,True,False,33.0,19.0,43.0,15.0,52.0,23.0,27.0,36.0,21.0,52.0,10.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude20_Clavier_tempere2_2.mid,Bach,1,3,120,C,C,4,4,8,24,E,0,True,False,41.0,18.0,47.0,13.0,54.0,34.0,16.0,28.0,26.0,62.0,15.0,50.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_12.mid,Beethoven,1,16,120,D,D,6,8,8,12,A,0,True,False,0.0,17.0,89.0,0.0,25.0,0.0,40.0,14.0,0.0,56.0,0.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude20_Clavier_tempere2_4.mid,Bach,1,3,120,C,D,4,4,8,24,A,0,True,False,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mhpoc_1.mid,Hays,1,11,96,Bb,D#,4,4,8,24,C,0,True,False,107.0,2.0,130.0,144.0,12.0,142.0,67.0,58.0,0.0,54.0,206.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude22_Clavier_tempere1_0.mid,Bach,1,3,1024,Bbm,C#,4,4,8,24,C#,0,True,False,74.0,66.0,5.0,52.0,11.0,71.0,31.0,27.0,34.0,26.0,99.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_14.mid,Beethoven,1,16,120,D,A#,6,8,8,12,D,0,True,False,19.0,7.0,92.0,15.0,5.0,21.0,9.0,75.0,10.0,33.0,44.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mhpoc_2.mid,Hays,1,11,96,Bb,D#,4,4,8,24,D,0,True,False,84.0,4.0,114.0,92.0,17.0,107.0,69.0,71.0,0.0,23.0,146.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude22_Clavier_tempere1_1.mid,Bach,1,3,1024,Bbm,C#,4,4,8,24,A#,0,True,False,36.0,28.0,8.0,40.0,3.0,59.0,36.0,7.0,6.0,26.0,56.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_15.mid,Beethoven,1,16,120,D,A#,6,8,8,12,D,0,True,False,41.0,7.0,68.0,22.0,3.0,23.0,16.0,89.0,8.0,29.0,47.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mhpoc_3.mid,Hays,1,11,96,Bb,A#,4,4,8,24,C,0,True,False,84.0,3.0,134.0,154.0,0.0,151.0,57.0,41.0,0.0,55.0,202.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_16.mid,Beethoven,1,16,120,D,F,6,8,8,12,D,0,True,False,12.0,38.0,53.0,0.0,46.0,28.0,3.0,33.0,5.0,59.0,15.0,11.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mhpoc_4.mid,Hays,1,11,96,Bb,D#,4,4,8,24,F,0,True,False,99.0,3.0,106.0,66.0,17.0,136.0,79.0,64.0,0.0,38.0,123.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_17.mid,Beethoven,1,16,120,D,D,6,8,8,12,A,0,True,False,0.0,17.0,62.0,0.0,25.0,0.0,30.0,14.0,0.0,48.0,0.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere1b_3.mid,Bach,1,3,1024,Bm,D,4,4,8,24,G,0,True,False,3.0,25.0,30.0,7.0,41.0,2.0,39.0,25.0,7.0,12.0,19.0,40.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mhpoc_6.mid,Hays,1,11,96,Bb,D#,4,4,8,24,D,0,True,False,22.0,1.0,25.0,12.0,5.0,25.0,22.0,23.0,0.0,10.0,32.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere1b_4.mid,Bach,1,3,1024,Bm,D,4,4,8,24,F#,0,True,False,3.0,32.0,27.0,7.0,31.0,8.0,49.0,24.0,14.0,37.0,5.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere1b_5.mid,Bach,1,3,1024,Bm,D,4,4,8,24,C#,0,True,False,3.0,22.0,24.0,7.0,38.0,2.0,35.0,22.0,5.0,11.0,16.0,33.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere2_0.mid,Bach,1,3,120,G,G,4,4,8,24,G,0,True,False,17.0,2.0,19.0,7.0,35.0,1.0,27.0,28.0,1.0,18.0,4.0,42.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73tlgom_1.mid,Hays,1,11,96,F,F,4,4,8,24,C,0,True,False,195.0,1.0,76.0,28.0,29.0,194.0,71.0,53.0,0.0,82.0,97.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere2_2.mid,Bach,1,3,120,G,D,4,4,8,24,A,0,True,False,14.0,16.0,19.0,2.0,21.0,6.0,33.0,26.0,1.0,22.0,10.0,30.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73tlgom_2.mid,Hays,1,11,96,F,F,4,4,8,24,A,0,True,False,206.0,3.0,84.0,29.0,30.0,175.0,66.0,34.0,0.0,89.0,56.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_20.mid,Beethoven,1,16,120,D,D,6,8,8,12,G,0,True,False,0.0,33.0,90.0,0.0,52.0,15.0,33.0,33.0,4.0,97.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude24_Clavier_tempere2_4.mid,Bach,1,3,120,G,D,4,4,8,24,G,0,True,False,1.0,0.0,1.0,1.0,6.0,0.0,1.0,3.0,0.0,3.0,0.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73tlgom_3.mid,Hays,1,11,96,F,F,4,4,8,24,A,0,True,False,200.0,1.0,80.0,36.0,37.0,196.0,63.0,60.0,0.0,84.0,103.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude2_Clavier_tempere1_0.mid,Bach,1,3,1024,Cm,D#,4,4,8,24,C,0,True,False,58.0,0.0,60.0,66.0,22.0,86.0,14.0,90.0,56.0,22.0,34.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73tlgom_4.mid,Hays,1,11,96,F,F,4,4,8,24,C,0,True,False,204.0,3.0,80.0,21.0,22.0,162.0,72.0,32.0,0.0,86.0,56.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude2_Clavier_tempere1_1.mid,Bach,1,3,1024,Cm,C,4,4,8,24,D,0,True,False,100.0,0.0,69.0,88.0,5.0,45.0,10.0,40.0,17.0,19.0,0.0,55.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude2_Clavier_tempere1_2.mid,Bach,1,3,1024,Cm,D#,4,4,8,24,C,0,True,False,20.0,1.0,20.0,11.0,11.0,24.0,0.0,18.0,12.0,1.0,6.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude3_Clavier_tempere1_0.mid,Bach,1,3,1024,C#,C#,3,8,8,36,C#,0,True,False,11.0,31.0,0.0,17.0,0.0,15.0,8.0,1.0,34.0,0.0,14.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_23.mid,Beethoven,1,16,120,D,D,6,8,8,12,F#,0,True,False,0.0,0.0,91.0,0.0,39.0,15.0,106.0,39.0,20.0,92.0,4.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude3_Clavier_tempere1_1.mid,Bach,1,3,1024,C#,C#,3,8,8,36,D#,0,True,False,11.0,10.0,3.0,32.0,2.0,15.0,12.0,1.0,7.0,1.0,33.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ttltmm_0.mid,Hays,1,10,96,F,F,4,4,8,24,F,0.017361104166666665,True,False,150.0,1.0,76.0,5.0,29.0,142.0,157.0,34.0,0.0,73.0,68.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_24.mid,Beethoven,1,16,120,D,D,6,8,8,12,D,0,True,False,0.0,15.0,16.0,0.0,145.0,0.0,127.0,13.0,1.0,27.0,13.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ttltmm_1.mid,Hays,1,10,96,F,F,4,4,8,24,F,0,True,False,220.0,2.0,97.0,55.0,38.0,182.0,73.0,60.0,0.0,100.0,82.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_25.mid,Beethoven,1,16,120,D,F,6,8,8,12,F#,0,True,False,60.0,20.0,26.0,74.0,26.0,24.0,52.0,24.0,23.0,59.0,26.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude3_Clavier_tempere1_4.mid,Bach,1,3,1024,C#,C#,3,8,8,36,G#,0,True,False,10.0,12.0,2.0,10.0,2.0,14.0,9.0,2.0,38.0,0.0,13.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude3_Clavier_tempere1_5.mid,Bach,1,3,1024,C#,C#,3,8,8,36,C,0,True,False,8.0,14.0,0.0,12.0,8.0,6.0,12.0,2.0,39.0,6.0,6.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude3_Clavier_tempere1_6.mid,Bach,1,3,1024,C#,C#,3,8,8,36,G#,0,True,False,6.0,10.0,0.0,7.0,4.0,6.0,4.0,4.0,11.0,0.0,3.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ttltmm_3.mid,Hays,1,10,96,F,A#,4,4,8,24,G,0,True,False,215.0,3.0,94.0,58.0,38.0,184.0,64.0,47.0,0.0,97.0,79.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_27.mid,Beethoven,1,16,120,D,D,6,8,8,12,C#,0,True,False,14.0,111.0,418.0,0.0,57.0,0.0,215.0,42.0,0.0,112.0,0.0,76.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ttltmm_4.mid,Hays,1,10,96,F,F,4,4,8,24,G,0,True,False,204.0,1.0,100.0,28.0,39.0,175.0,183.0,59.0,0.0,86.0,89.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude4_Clavier_tempere1_1.mid,Bach,1,3,1024,C#m,E,6,4,8,72,D#,0,True,False,27.0,38.0,7.0,40.0,34.0,2.0,45.0,0.0,43.0,32.0,8.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude4_Clavier_tempere1_2.mid,Bach,1,3,1024,C#m,E,6,4,8,72,D#,0,True,False,9.0,18.0,0.0,17.0,12.0,2.0,12.0,7.0,26.0,11.0,10.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude5_Clavier_tempere1_0.mid,Bach,1,3,1024,D,D,4,4,8,24,D,0,True,False,9.0,32.0,43.0,11.0,42.0,3.0,55.0,25.0,16.0,42.0,1.0,40.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_28.mid,Beethoven,1,16,120,D,D,6,8,8,12,F#,0,True,False,0.0,60.0,312.0,0.0,48.0,12.0,101.0,39.0,18.0,112.0,52.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude5_Clavier_tempere1_1.mid,Bach,1,3,1024,D,D,4,4,8,24,B,0,True,False,12.0,28.0,49.0,0.0,48.0,14.0,34.0,46.0,9.0,46.0,8.0,43.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_29.mid,Beethoven,1,16,120,D,D,6,8,8,12,D,0,True,False,0.0,4.0,59.0,0.0,4.0,0.0,27.0,2.0,0.0,31.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude5_Clavier_tempere1_2.mid,Bach,1,3,1024,D,A,4,4,8,24,A,0,True,False,0.0,6.0,12.0,0.0,8.0,3.0,4.0,2.0,5.0,10.0,1.0,7.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73wdych_2.mid,Hays,1,11,96,G,G,6,8,8,12,B,0,True,False,92.0,11.0,210.0,38.0,34.0,9.0,46.0,253.0,0.0,23.0,22.0,125.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude6_Clavier_tempere1_0.mid,Bach,1,3,1024,Dm,F,4,4,8,24,D,0,True,False,49.0,17.0,89.0,10.0,42.0,59.0,11.0,71.0,6.0,69.0,62.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude6_Clavier_tempere1_1.mid,Bach,1,3,1024,Dm,F,4,4,8,24,C,0,True,False,10.0,26.0,55.0,7.0,39.0,26.0,15.0,37.0,10.0,33.0,21.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73wdych_3.mid,Hays,1,11,96,G,G,6,8,8,12,A,0,True,False,150.0,1.0,199.0,10.0,43.0,7.0,105.0,186.0,0.0,33.0,6.0,77.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude6_Clavier_tempere2_0.mid,Bach,1,3,120,F,F,3,4,8,24,D,0,True,False,16.0,14.0,63.0,3.0,46.0,34.0,0.0,54.0,0.0,33.0,26.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73wdych_4.mid,Hays,1,11,96,G,G,6,8,8,12,E,0,True,False,98.0,11.0,219.0,33.0,36.0,8.0,62.0,223.0,0.0,30.0,23.0,110.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_6.mid,Beethoven,1,16,120,D,D,6,8,8,12,A,0,True,False,0.0,14.0,57.0,0.0,22.0,0.0,27.0,13.0,0.0,35.0,0.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude6_Clavier_tempere2_2.mid,Bach,1,3,120,F,F,3,4,8,24,D,0,True,False,21.0,13.0,37.0,6.0,37.0,41.0,5.0,50.0,1.0,54.0,32.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 2-3movs_7.mid,Beethoven,1,16,120,D,D,6,8,8,12,B,0,True,False,0.0,41.0,262.0,0.0,70.0,0.0,129.0,73.0,0.0,165.0,0.0,51.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73wdych_6.mid,Hays,1,11,96,G,G,6,8,8,12,A,0,True,False,43.0,10.0,140.0,28.0,18.0,8.0,29.0,131.0,0.0,21.0,19.0,80.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73whig_0.mid,Hays,1,9,96,F,F,4,4,8,24,C,0.017361104166666665,True,False,115.0,2.0,68.0,0.0,25.0,71.0,81.0,44.0,0.0,37.0,63.0,1.0
